label,name
Check,肺容量测定
Check,肺活量（VC）
Check,最大呼气流量-容积曲线（MEFV）
Check,深吸气量（IC）
Check,一秒用力呼出量／用力肺活量比值
Check,心电图
Check,无效腔气量／潮气量比值
Check,痰液细菌培养
Check,呼吸道粘液-纤毛清除功能测定
Check,剖胸术
Check,痰液显微镜检查
Check,生理无效腔（Vd/Vt）
Check,肺灌注显像
Check,因子VIII/因子IX促凝活性
Check,血清纤维蛋白降解产物测定
Check,补呼气量
Check,潮气容量
Check,凝血因子活性测定
Check,凝血因子活性测定(因子Ⅷ∶C、Ⅸ∶C)
Check,胸部MRI
Check,嗜中性杆状粒细胞数
Check,肺上皮细胞通透性（LEP）测定
Check,肺弥散功能测定（DL）
Check,肺炎支原体寒冷凝集试验
Check,补体结合试验
Check,痰液细胞学检查
Check,造影检查
Check,CT造影扫描
Check,痰液的一般性状检查
Check,隐球菌病胶乳凝集试验
Check,糖链抗原242
Check,细胞角蛋白19片段抗原（CYFRA21-1）
Check,巴氏或H-E染色检查
Check,血卟啉雾化吸入试验
Check,肿瘤断层显象
Check,纵隔镜检查
Check,尿镉
Check,大生化检查
Check,血清镉（Cd）
Check,白细胞计数（WBC）
Check,内科检查
Check,游离肝素时间
Check,血液生化六项检查
Check,双链酶皮内试验
Check,肝素-抗凝血酶Ⅳ复合物
Check,链霉素皮内试验
Check,中心静脉压测定（CVP）
Check,血氧饱和度
Check,激发试验
Check,痰液中分泌型IgE
Check,氧分压
Check,尿汞
Check,血清汞（Hg）
Check,尿汞（Hg）
Check,全血汞
Check,肺容积
Check,通气贮量比
Check,每分钟静息通气量（VE）
Check,气体分布
Check,抗军团菌抗体试验
Check,胶乳凝集抑制试验(LAI)
Check,"二氧化碳分压（PCO2,PCO2）"
Check,多普勒超声心动图
Check,核磁共振成像(MRI)
Check,二氧化碳结合力
Check,标准碳酸氢盐(SB)
Check,脱落细胞检查
Check,体位引流
Check,肺顺应性(C)
Check,军团菌血清学试验
Check,痰液中晶体
Check,金伯克现象
Check,胸腔镜检查
Check,β-内酰胺酶
Check,便常规
Check,血液硫化血红蛋白
Check,一氧化碳
Check,血氧含量
Check,红细胞碱粒凝集试验
Check,体温测量
Check,脉搏
Check,副流感病毒抗体
Check,全血镍
Check,全血镍（Ni）
Check,尿镍（Ni）
Check,FBC玫瑰花试验
Check,尿铍
Check,白细胞移动抑制试验
Check,尿钙
Check,脑神经检查
Check,颅脑CT检查
Check,颅脑超声检查
Check,脑多普勒超声（TCD）
Check,脑脊液游离型髓鞘碱性蛋白抗体
Check,脑脊液游离型髓鞘碱性蛋白
Check,肺和胸膜触诊
Check,硬币叩击试验
Check,硬币叩击征
Check,动脉血氧分压(PaO2)
Check,血清免疫球蛋白测定
Check,浆细胞
Check,真菌组织病理学
Check,病毒感染免疫检测
Check,流感病毒抗体
Check,阴离子隙
Check,胃液乳酸定性试验
Check,胃液乳酸测定
Check,红细胞乳酸生成率
Check,血乳酸
Check,乳酸与丙酮酸比值
Check,腹部CT
Check,血液丙酮酸
Check,胰岛素
Check,血清免疫球蛋白E（IgE）
Check,睡眠试验
Check,血液检查
Check,呼气流速
Check,肺显像
Check,血清铁蛋白
Check,间接胆红素
Check,尿含铁血黄素定性试验
Check,血清铁
Check,血清铁（Fe）
Check,涂片
Check,胸部B超
Check,羊水卵磷脂/鞘磷脂比值
Check,羊水卵磷脂/鞘磷脂比值（L/S）
Check,肺泡-动脉氧分压差（PA-aDO2）
Check,羊水泡沫试验
Check,痰液量
Check,血凝抑制试验
Check,间接鼻咽镜
Check,肺总量（TLC）
Check,血清胰高血糖素（PG）
Check,食管造影
Check,动脉血气分析
Check,血液电解质检查
Check,羊膜镜检查
Check,儿童支气管镜检查
Check,血清学反应
Check,冷凝集试验
Check,异型中性粒细胞
Check,白细胞数
Check,体液免疫检测法
Check,过敏原筛选
Check,流速容量测定
Check,支气管舒张试验
Check,皮内试验
Check,血清免疫球蛋白G亚类
Check,气道过敏试验
Check,血清-氧化氮
Check,肺通气量
Check,儿童肺功能检查
Check,触觉
Check,淋巴细胞数
Check,波顿格征
Check,胎儿畸形筛查
Check,实际碳酸氢盐（AB）
Check,胸腔积液微生物学检查
Check,全血铬
Check,结核杆菌检查
Check,结核菌素皮内试验
Check,结核杆菌的抗原、抗体检查
Check,"结核菌素试验（OT,PPD）"
Check,胃液显微镜检查
Check,尿液分析
Check,沙眼衣原体抗原
Check,血清免疫蛋白电泳
Check,基础代谢
Check,羊水与尿液鉴别试验
Check,血浆游离血红蛋白
Check,血液碳氧血红蛋白
Check,叠氮高铁血红蛋白
Check,肺通气功能
Check,残气量（RV）
Check,肺炎支原体补体结合试验
Check,立克次体凝集试验
Check,经胸壁针刺肺活检
Check,痰液中分泌型IgA
Check,类风湿因子
Check,迟发性皮肤变态反应
Check,免疫病理检查
Check,皮损
Check,抗内皮细胞抗体
Check,肌钙蛋白
Check,超氧化物歧化酶（SOD）
Check,超氧化物岐化酶
Check,心肌灌注显像
Check,血管造影
Check,血清精氨酸酶（ARG）
Check,动态心电图（Holter监测）
Check,阿托品抑制GH试验
Check,C-反应蛋白检验（CRP）
Check,二维超声心动图
Check,尿沉渣
Check,心血管造影
Check,血管杂音
Check,深静脉通畅试验
Check,血管镜
Check,血管视诊
Check,交通静脉瓣膜功能试验
Check,大隐静脉瓣膜功能试验
Check,脉搏波速度
Check,于夏征
Check,甘油三酯
Check,闭目直立试验
Check,动脉通畅性试验
Check,血流变学检查
Check,脑血管造影
Check,动脉听诊
Check,上肢动脉功能试验
Check,平衡法放射性核素心血管造影(ERNA)
Check,心血管MRI检查
Check,周围血管征
Check,冠状动脉造影
Check,选择性心血管造影
Check,收缩压
Check,抗核苷酶试验
Check,抗链球菌激酶试验
Check,宿主中介试验
Check,抗透明质酸酶
Check,狼疮细胞
Check,血清补体C3
Check,马尿酸钠水解试验
Check,杆菌肽抑菌试验
Check,舒张压
Check,99Tcm-DTPA肺上皮细胞通透性测定
Check,动静脉瘘定位试验
Check,血压
Check,腹膜后充气造影
Check,尿儿茶酚胺
Check,眼底检查
Check,动态血压监测(ABPM)
Check,白细胞介素4（iL-4）
Check,速尿激发试验
Check,血清白细胞介素3
Check,红细胞聚集性
Check,紧张度与动脉壁状态
Check,血管紧张素Ⅱ
Check,断层显像
Check,菊糖发酵试验
Check,血清冷凝集素试验
Check,运动显像
Check,组织纤溶酶原激活物
Check,静息显像
Check,酶学检查
Check,室壁运动电影显示
Check,载脂蛋白A-Ⅰ(ApoA-Ⅰ)
Check,脏器断层显像
Check,脉率
Check,窦道及瘘管造影
Check,眼底微血管检查
Check,Hertel氏眼球突出计
Check,血清乳酸脱氢酶
Check,环磷酸鸟苷
Check,血清肌钙蛋白I(TnI)和肌钙蛋白T(TnT)
Check,乳酸脱氢酶同工酶
Check,血小板第Ⅳ因子
Check,血管性假血友病因子
Check,维生素B1
Check,颈静脉回流试验
Check,三碘甲状腺原氨酸（T3）
Check,甲状腺素(T4)
Check,甲状腺激素抑制显像
Check,游离甲状腺指数
Check,甲状腺血流显像
Check,三碘甲状腺原氨酸摄取率
Check,促甲状腺激素释放激素
Check,游离三碘甲状腺原氨酸指数（FT3I）
Check,游离三碘甲状腺原氨酸
Check,深反射检查
Check,抗心肌抗体
Check,抗心肌细胞膜抗体
Check,抗热休克蛋白-60抗体
Check,抗心肌抗体（AMA）
Check,尿硒
Check,血清硒(Se)
Check,皮肤颜色
Check,库姆斯氏试验
Check,血清补体C6含量
Check,抗RNP抗体
Check,抗着丝点抗体
Check,肺阻抗血流图
Check,肺和胸膜叩诊
Check,负荷试验脑血流灌注显像
Check,心脏血管超声检查
Check,腹颈静脉回流试验
Check,肝-颈静脉返流征
Check,弗里德瑞希征
Check,颈静脉检查
Check,腹部搏动检查
Check,超声内镜检查
Check,血浆鱼精蛋白副凝试验（3p试验）
Check,凝血时间
Check,凝血酶时间
Check,白陶土部分凝血活酶时间
Check,纤维蛋白降解产物
Check,脾显象
Check,电子皮镜
Check,抗风疹病毒抗体(RuV)
Check,皮疹
Check,风疹病毒抗体IgG
Check,TORCH检查
Check,风疹病毒抗体
Check,肢体血流图
Check,伯尔格试验
Check,脉波
Check,血栓调节蛋白抗原
Check,纤维蛋白肽Bβ15～42
Check,经食管超声心动图(TEE)
Check,血浆组织纤溶酶原活化物抗原检测
Check,血小板凝集功能试验
Check,肌红蛋白
Check,磷酸肌酸激酶
Check,血浆组织纤溶酶原活化物活性检测
Check,饱餐试验
Check,Rerth试验
Check,血清乳酸脱氢酶（LDH）
Check,红细胞电泳时间测定
Check,红细胞电泳时间
Check,α-羟丁酸脱氢酶
Check,瑞斯托霉素诱导血小板聚集测定
Check,手背浅静脉充盈度
Check,儿童体检
Check,肾血浆流量
Check,放射性核素肾图
Check,肾素活性
Check,心包积液检查
Check,血清天冬氨酶氨基转移酶同工酶
Check,磁共振波谱分析
Check,前鼻镜检查
Check,体位
Check,肿瘤相关抗原
Check,电子支气管镜检查
Check,膈现象
Check,干扰素
Check,腮腺炎病毒抗体
Check,腺病毒抗体
Check,淋巴细胞转化率
Check,血清r-谷氨酰基转移酶
Check,体层摄影
Check,羊水量
Check,腹部平片
Check,胎心音
Check,抗溶血性链球菌“O”试验
Check,血氧饱和度(SaO2)
Check,格哈德征
Check,蓝多耳菲征
Check,毛细血管搏动征
Check,肠镜
Check,粪细菌培养
Check,阿米巴原虫抗原和抗体
Check,血清胆碱酯酶（CHE）
Check,自然杀伤细胞活性
Check,腹部MRI检查
Check,食管钡餐透视
Check,纤维胃镜检查
Check,胃钡餐造影
Check,上消化道X线钡餐
Check,α-D-半乳糖-1-磷酸转尿苷酰酶
Check,直接胆红素
Check,尿半乳糖
Check,尿戊糖
Check,尿乳糖
Check,阿-曼氏试验
Check,血浆蛋白S测定
Check,腹部透视
Check,肝促凝血活酶试验
Check,尿氨（NH3）
Check,血浆蛋白C活性测定
Check,血浆凝血酶检测
Check,色氨酸
Check,纤维结肠镜检查
Check,凝血酶原时间（PT）
Check,腹部血管超声检查
Check,血清谷草转氨酶与血清谷-丙转氨酶比值
Check,"总胆红素（TBIL,STB）"
Check,直肠指检
Check,无痛胃镜
Check,胃肠道显像
Check,内镜检查
Check,胃肠道疾病的超声检查
Check,血凝试验
Check,细菌性食物中毒检测
Check,丙型肝炎RNA
Check,丙型肝炎病毒抗体免疫球蛋白G
Check,肝、胆、胰、脾的MRI检查
Check,抗丙型肝炎病毒IgA抗体
Check,直接胆红素/间接胆红素比值
Check,腹部外形检查
Check,丙型肝炎病毒抗体免疫球蛋白M
Check,丙型肝炎抗体检测（抗-HCV-Ig）
Check,腹部叩诊音
Check,皮肤涂片显微镜检查
Check,皮肤病的物理检查
Check,粪便人体酿母菌
Check,粪便菌群失调
Check,粪便酵母菌
Check,肠鸣音
Check,腹部听诊
Check,胃肠道CT检查
Check,腹部叩诊
Check,纤维肠镜
Check,胆道造影
Check,胃镜
Check,纤维胃镜
Check,胃液胃癌相关抗原
Check,胃粘膜活检
Check,胃液气味
Check,胃肠道功能动力学检查
Check,脑膜刺激征
Check,皮肤试验
Check,腹腔穿刺
Check,红细胞比容
Check,血糖
Check,粪特里布累
Check,特里布累氏试验
Check,乙状结肠镜检查
Check,X线钡影跳跃征
Check,腹腔镜
Check,口服胆囊造影
Check,经皮经肝胆道造影术
Check,胆道运动功能检测
Check,缩胆囊素
Check,胆囊超声波检查
Check,腹部外形触诊
Check,δ-胆红素
Check,粪便脂肪定量
Check,胆囊胆道B超检查
Check,血清脂蛋X
Check,5＇-核苷酸酶
Check,尿液颜色
Check,经皮经肝胆道引流术
Check,胆道镜检查
Check,异柠檬酸脱氢酶
Check,维生素K
Check,苷-胆酸
Check,粪胆原
Check,胆道支架引流（ERBD）
Check,血清铁/铜比值
Check,胰腺外分泌功能试验
Check,动物实验
Check,无痛内视镜检查
Check,无痛肠镜
Check,直肠镜检查
Check,十二指肠胃反流测定和显像
Check,抗平滑肌抗体
Check,抗线粒体抗体
Check,血清碱性磷酸酶
Check,抗线粒体抗体（AMA）
Check,抗乙酸胆碱受体抗体（anti-AchR）
Check,免疫印迹技术
Check,肝脏超声检查
Check,前S抗体
Check,丁型肝炎抗体
Check,肝脏及胆囊叩诊
Check,肝脏触诊
Check,血清胆汁酸测定（TBA）
Check,十二指肠钡餐造影
Check,胰胚抗原
Check,尿胆原
Check,剖腹探查
Check,糖链抗原50
Check,癌症普查
Check,血液酸碱度（pH）
Check,端粒酶活性
Check,匿血试验
Check,蛋白质类肿瘤标志物检测
Check,氧化酶试验
Check,吲哚试验
Check,胃肠型和蠕动波
Check,粪便结缔组织与弹力纤维
Check,粪便肌肉纤维
Check,粪便植物细胞与植物纤维
Check,球形红细胞
Check,腹水检查
Check,浆膜腔积液
Check,类风湿相关核抗原(RANA)抗体
Check,肛门指检
Check,膀胱镜
Check,胸腹水检查
Check,腹壁反射
Check,压痛及反跳痛
Check,浆膜腔积液病原体
Check,粪便性状
Check,小肠镜检查
Check,食管24hpH监测
Check,胃食管反流测定和显像
Check,粪便脂肪
Check,寄生虫排泄物和分泌物检查
Check,腹部包块
Check,血清甘油三脂
Check,血脂检查
Check,肛门视诊
Check,肌张力检查
Check,闭目难立征
Check,甲状腺、甲状旁腺的超声检查
Check,肝脏疾病超声诊断
Check,血清总甲状腺素（TT4）
Check,肝纤维化指标检查
Check,反映肝脏间质变化的试验
Check,透明质酸
Check,纤维连接蛋白
Check,肝纤四项
Check,层粘连蛋白
Check,血清Ⅳ型胶原蛋白
Check,血清Ⅲ型胶原蛋白
Check,叶酸
Check,血氨
Check,肝、胆、脾CT检查
Check,抗肝细胞膜特异性脂蛋白抗体（ALSP）
Check,尿胆红素（BIL）
Check,尿胆原（URO）
Check,抗平滑肌抗体（ASMA）
Check,抗肝肾微粒体抗体测定（LKM）
Check,血清白蛋白与球蛋白比值（A/G）
Check,"血清总蛋白（TP,TP0）"
Check,乙型肝炎病毒表面抗原（HBsAg）
Check,弓形虫抗体
Check,血清γ-谷氨酰转肽酶（γ-GTP）
Check,血清γ-谷氨酰转肽酶
Check,"结合胆红素(SDB,DBIL)"
Check,胸部疾病体征检查
Check,脑脊液谷氨酰胺
Check,谷氨酰胺
Check,胰高血糖素负荷试验
Check,复方碘试验
Check,利多卡因代谢试验
Check,反映肝脏贮备功能的试验
Check,对氨马尿酸合成试验
Check,血清游离胆固醇
Check,胰多肽
Check,絮状沉淀试验
Check,肝表面状态和边缘
Check,肝大小
Check,肝区及胆囊叩击痛
Check,肝压痛
Check,肝质地
Check,粪便淀粉颗粒
Check,胃充盈及排空功能检查
Check,胃排空测定和显像
Check,粪形状和硬度
Check,胃液尿素测定
Check,钩蚴培养法
Check,抗原皮内试验
Check,肝上、下界叩诊
Check,肝腹水的检查
Check,肝功能检查
Check,血清山梨醇脱氢酶
Check,血清甘-鹅去氧胆酸
Check,色氨酸耐量试验
Check,肝胆动态显像
Check,肝脏震颤试验
Check,包虫病补体结合试验
Check,药敏试验
Check,肝实质显像
Check,甲胎蛋白变异体（AFPV）
Check,肝动态血池显像
Check,胃超声检查
Check,粪便寄生虫
Check,胃基础胃酸分泌量测定（BAO）
Check,肝胶体显像
Check,细菌学检验
Check,皮肤真菌镜检
Check,动态显像
Check,蛋白电泳
Check,1分钟胆红素
Check,电子肠镜
Check,肠道真菌病检测
Check,虫卵计数法
Check,寄生虫检查的浓聚法
Check,改良加藤法
Check,霍乱弧菌检测
Check,双气囊小肠镜
Check,视力
Check,视野检查
Check,呼吸运动检查
Check,腹壁紧张度
Check,PPD试验
Check,胃总酸度测定
Check,胃游离盐酸测定
Check,胃部检查
Check,胃液蛋白酶
Check,十二指肠引流显微镜检查
Check,经皮肝穿胆道引流（PTD）
Check,肝胆显像
Check,粪结核杆菌检查
Check,粪便氮
Check,粪中细胞
Check,粪便显微镜检查
Check,异位胃粘膜显像
Check,凝集实验
Check,甲型肝炎抗体
Check,甲型肝炎病毒抗原（HAVAg）
Check,甲型肝炎抗体检测（抗-HAV）
Check,抗甲型肝炎病毒IgA抗体
Check,甲型肝炎抗原
Check,枸橼酸盐利用试验
Check,明胶液化试验
Check,淀粉水解试验
Check,碳源利用试验
Check,血清阴离子测定
Check,人类轮状病毒抗体
Check,结肠造影
Check,胃液潜血试验
Check,结肠驱气试验
Check,Bryan试验
Check,闭孔内肌试验
Check,风湿病化验检查项目
Check,血清胆固醇与磷脂比值
Check,血清脂蛋白-α
Check,静脉胆道造影
Check,尿淀粉酶（UAMY）
Check,胆囊触诊
Check,胰蛋白酶
Check,淀粉酶
Check,淀粉酶同工酶
Check,鼻胆管引流（ENBD）
Check,胰癌胚抗原（POA）
Check,胰蛋白酶(Try)
Check,小肠造影
Check,血清α1-抗胰蛋白酶蛋白
Check,粪隐血试验
Check,胆碱酯酶
Check,粪中结晶
Check,肿瘤VIP受体显像
Check,癌抗原50（CA50）
Check,胃液胃组织癌胚抗原
Check,积液癌胚抗原
Check,色觉
Check,寄生虫检查的定量透明法
Check,粪便气味
Check,固相酶免疫测定技术
Check,粪便脓液
Check,粪糜蛋白酶
Check,粪脂肪定量
Check,粪食物残渣
Check,胰凝乳蛋白酶
Check,血清钙
Check,抗网蛋白抗体
Check,抗麸质抗体
Check,呼气试验
Check,抗肌内膜自身抗体
Check,脂肪吸收试验
Check,食管压力测定
Check,胃蛋白酶
Check,维生素B12
Check,上消化道功能测定和显像
Check,胃蛋白酶测定
Check,抗幽门杆菌IgG抗体
Check,腹腔灌洗试验
Check,脾显像
Check,平均血小板体积(MPV)
Check,胃液酸碱度(pH)
Check,肝区腹膜摩擦感
Check,丙氨酸氨基转移酶(ALT）
Check,5-羟色胺
Check,红细胞δ-氨基-γ-酮戊酸脱水酶
Check,粪便中的卟啉
Check,尿铅
Check,尿铅（Pb）
Check,脑脊液铅
Check,螯合剂驱铅试验
Check,尿δ-氨基-γ-酮基戊酸
Check,红细胞流动系数TK值
Check,葡萄糖耐量试验
Check,小肠充盈及排空功能检查
Check,粪中脂肪
Check,全血砷
Check,全血砷（As）
Check,血清砷（As）
Check,尿砷
Check,动脉血氧含量（CaO2）
Check,上消化道摄影检查
Check,胸部外部检查
Check,吞噬鸡红细胞功能试验
Check,食管拉网检查
Check,血清醛缩酶同工酶
Check,粪便颜色
Check,上消化道内窥镜检查
Check,上消化道造影
Check,脂蛋白X（LP-X）
Check,食道X线钡餐检查
Check,微量元素中毒检测
Check,必需微量元素检测
Check,血清唾液酸测定
Check,色素内镜检查
Check,胃液颜色
Check,聚合酶链反应技术
Check,胃电图
Check,血清淀粉酶（AMS）
Check,高峰胃酸分泌量
Check,胃液总量
Check,SST受体显像
Check,最大胃酸分泌量测定（MAO）
Check,放射免疫分析
Check,胶囊内视镜
Check,肠道通过时间测定和压力测定
Check,尿胆素
Check,尿二胆检查
Check,类风湿因子（RF）
Check,四肢的骨和关节平片
Check,抗戊型肝炎病毒IgG抗体
Check,抗戊型肝炎病毒IgM抗体
Check,戊型肝炎抗体（抗-HEIgM）
Check,抗戊型肝炎病毒抗体
Check,移动性浊音
Check,浊度
Check,血清锌（Zn）
Check,血清锌
Check,尿锌（Zn）
Check,尿锌
Check,电子胃镜
Check,溶血试验
Check,总胆汁酸
Check,维生素D
Check,T管造影
Check,脑脊液胆红素
Check,红细胞血清总胆红素
Check,粪便红细胞
Check,碳13尿素呼气试验
Check,血清脂肪酶（LPS）
Check,血清脂肪酶
Check,"维生素K(VitK,VK)"
Check,血吸虫胶乳凝集试验
Check,血吸虫尾蚴膜反应
Check,沉淀反应
Check,毛蚴孵化法
Check,环卵沉淀试验
Check,血清磷脂
Check,粪颜色
Check,唾液尿素氮
Check,蝰蛇毒磷脂凝固时间
Check,梅毒USR试验
Check,梅毒定性试验
Check,羊水生化检查
Check,尿铁（Fe）
Check,血清总铁结合力
Check,去铁胺试验
Check,胺试验
Check,粪便酸碱度（粪便pH）
Check,粪便吞噬细胞
Check,粪气味
Check,粪酸碱度
Check,痢疾杆菌检测
Check,血清阳离子测定
Check,基础胃液分泌量
Check,伦德试验
Check,十二指肠引流胰蛋白酶
Check,胰腺特异性抗原（PaA）
Check,胰腺疾病超声诊断
Check,胰腺的CT检查
Check,石胆酸
Check,优生五项
Check,乙肝两对半
Check,乙型肝炎表面抗原
Check,乙型肝炎e抗原
Check,抗丁型肝炎病毒IgM抗体
Check,乙型肝炎核心抗体免疫球蛋白M
Check,乙型肝炎抗原抗体检测
Check,乙型肝炎病毒抗-前S2抗体
Check,乙型肝炎表面抗体
Check,磁共振水成像
Check,血清γ-谷氨酰转肽酶同工酶
Check,血清碱性磷酸酶同工酶
Check,胎甲球（a-FA/AFP)
Check,5＇-核苷酸磷酸二酯酶同工酶
Check,甘氨酰脯氨酸二肽氨基肽酶
Check,铜蓝蛋白
Check,血红素结合蛋白
Check,血清5'-核苷酸酶（5'-NT）
Check,血清α-L-岩藻糖苷酶
Check,核酸的分子杂交
Check,血清蛋白电泳
Check,血清过氧化脂质
Check,妊娠检查
Check,尿妊娠试验（HCG）
Check,尿早早孕试验
Check,绒毛膜促性腺激素β （HCG-β）
Check,尿人绒毛膜促性腺激素（HCG）
Check,胃泌素
Check,钙激发试验
Check,真菌培养检查
Check,尿钾
Check,产后盆底肌肉检查及评估
Check,三合诊
Check,妇科超声检查
Check,双合诊
Check,肾脏叩诊
Check,肾脏触诊
Check,肾上腺CT检查
Check,血浆渗量检查
Check,尿TH糖蛋白
Check,唾液醛固酮
Check,尿TH蛋白
Check,血浆渗透压（POP）
Check,阴离子间隙（AG）
Check,泌尿系统CT检查
Check,肾病类尿常规
Check,肾血浆流量测定
Check,沙眼衣原体
Check,肾脏超音波
Check,解脲脲原体
Check,泌尿感染类尿常规
Check,血清氯化物
Check,血清氯化物（Cl）
Check,血清钠
Check,"血清钠（Na+,Na）"
Check,静脉尿路造影
Check,靛胭脂试验
Check,尿浓缩与稀释功能试验
Check,尿β2微球蛋白清除率
Check,肾脏CT检查
Check,血清钾
Check,尿丙氨酸氨基肽酶
Check,尿沉渣管型检查
Check,尿沉渣红细胞
Check,尿亮氨酸氨基肽酶
Check,尿丙氨酸氨基肽酶（UAAP）
Check,内生肌酐清除率
Check,硝酸盐还原试验
Check,尿液亮氨酸氨基转肽酶（ULAP）
Check,逆行肾盂造影
Check,肾脏超声检查
Check,尿β半乳糖苷酶
Check,尿谷氨酰转肽酶(UGGT)
Check,尿碱性磷酸酶（UALP）
Check,β-半乳糖苷酶
Check,有核红细胞
Check,滤过钠排泄分数ＦＥＮa
Check,无离子水（自由水）清除率
Check,血尿素
Check,肾图检查
Check,肾小管氨马尿酸最大排泄量试验
Check,血清α1微球蛋白（α1-MG）
Check,血清总补体
Check,血清磷（Pi）
Check,B因子溶血活性
Check,尿液颜色（UCO）
Check,血清磷酸已糖异构酶
Check,血清尿素氮
Check,单相琼脂扩散试验
Check,尿N-乙酰β-D氨基葡萄糖苷酶
Check,束臂试验
Check,颗粒膜蛋白-140
Check,淋巴细胞比值(LY%)
Check,血清白细胞介素8
Check,溶解酶
Check,流行性出血热病毒抗体
Check,狼疮带试验
Check,尿液N-乙酰-β-D-氨基葡萄糖苷酶（UNAG）
Check,肾脏切片
Check,细胞免疫检查
Check,白细胞介素1（IL-1）
Check,脑血流图
Check,指脉氧
Check,血尿素氮(BUN)
Check,血清补体C7含量
Check,放射性核素肾扫描
Check,肾血流量
Check,天门冬酰酸
Check,尿稀释试验
Check,天门冬氨酸
Check,尿白蛋白清除率
Check,一小时尿沉渣计数
Check,昼夜尿比重试验
Check,尿溶菌酶
Check,尿酚红排泄试验(PSP)
Check,尿素
Check,尿免疫球蛋白
Check,尿溶菌酶测定（ULYSO）
Check,尿素清除率(UCL)
Check,真菌感染的实验室检查
Check,真菌检查
Check,膀胱颈抬高试验
Check,中段尿细菌培养计数
Check,尿液细菌学检查
Check,尿液细菌培养
Check,尿三杯试验
Check,垂体后叶素
Check,尿量
Check,抗利尿激素
Check,输尿管镜检查
Check,尿路平片
Check,输尿管超声检查
Check,内分泌功能试验
Check,β-半乳糖苷酶试验
Check,尿液病原体检查
Check,尿沉渣12小时计数
Check,β-N-乙酰氨基葡萄糖苷酶
Check,尿亚硝酸盐
Check,尿亚硝酸盐（NIT）
Check,苯丙氨酸脱氨酶试验
Check,尿隐血
Check,阴道瘘膀胱镜检查
Check,腹腔脏器的叩诊
Check,膀胱造影
Check,肿瘤标志物检测
Check,生殖系统肿瘤检查项目
Check,组织多肽抗原（TPA）
Check,肿瘤基因P53抗体（P53-AB）
Check,尿肌酐（Ucr）
Check,肾盂内压测定
Check,肾脏MRI检查
Check,美蓝试验
Check,亚健康人群体检
Check,尿素氮
Check,静脉注射肾盂摄影检查
Check,尿蛋白质
Check,氨基酸的检查
Check,血清总脂
Check,尿醛固酮
Check,血清前白蛋白
Check,血清已糖
Check,α1-抗胰蛋白酶
Check,尿蛋白定量
Check,左肾静脉“胡桃夹”综合征检查
Check,膀胱注水试验
Check,血浆激肽释放酶原测定
Check,磁共振血管造影
Check,高钠试验
Check,可的松水试验
Check,促皮质素释放激素（CRH）兴奋试验
Check,尿游离皮质醇(UFC)
Check,尿游离皮质醇
Check,雄烯二酮
Check,雄烯二酮（A）
Check,尿17-酮类固醇
Check,急性肾功能衰竭诊断试验
Check,血清补体C9含量
Check,β2-微球蛋白清除试验
Check,常规体检
Check,尿碱性磷酸酶
Check,X线碘油造影
Check,尿钠
Check,膀胱叩诊
Check,"血清氯(Cl-,Cl)"
Check,肾动态显像
Check,尿液运铁蛋白
Check,尿微量转铁蛋白
