aname,bname
缺铁性贫血,心力衰竭
脱发,脱发
隐睾,腹痛
巨舌,巨舌
巨舌,血管神经性水肿
巨舌,心力衰竭
口炎,口腔黏膜白斑
肺不张,肺栓塞
球后视神经炎,球后视神经炎
肠系膜囊肿,便秘
肠系膜囊肿,腹痛
肠系膜囊肿,腹泻
肠系膜囊肿,腹部肿块
肠系膜囊肿,便血
胆汁性肝硬化,胆结石
胆汁性肝硬化,腹水
小肠损伤,腹膜炎
小肠损伤,腹水
眼球震颤,眩晕
脑积水,眼球震颤
脑积水,嗅觉障碍
脑积水,智能障碍
鼻出血,休克
鼻出血,贫血
鼻出血,鼻出血
闭经,运动性闭经
瘫痪,截瘫
颅内出血,昏迷
直肠重复畸形,腹痛
血脂异常,动脉粥样硬化
甲状旁腺功能亢进,便秘
甲状旁腺功能亢进,内分泌功能亢进
低钾血症,便秘
低钠血症,昏迷
低钠血症,低钠血症
小儿遗尿,夜惊
肾病综合征,蛋白尿
口腔溃疡,疱疹
口腔溃疡,口炎
前列腺增生,血尿
前列腺增生,前列腺增生
尿失禁,尿失禁
尿失禁,前列腺增生
尿潴留,血尿
慢性肾功能不全,血尿
慢性肾功能不全,代谢性酸中毒
慢性肾功能不全,脱水
慢性肾功能不全,蛋白尿
膀胱结核,尿失禁
膀胱结核,血尿
肾脓肿,血尿
低钙血症,骨质疏松
烟酸缺乏,便秘
烟酸缺乏,腹痛
烟酸缺乏,腹泻
烟酸缺乏,昏迷
烟酸缺乏,痴呆
睡眠障碍,梦游症
睡眠障碍,病理性REM睡眠
睡眠障碍,磨牙
脑脓肿,败血症
植物神经功能障碍,消化不良
植物神经功能障碍,失眠
肝豆状核变性,肝豆状核变性
肝豆状核变性,蜘蛛痣
眼球突出,眼球内陷
眼球突出,结膜充血
眼球突出,耳鸣
眼球突出,眩晕
脊髓梗死,肌肉萎缩
扭转痉挛,痉挛性斜颈
扭转痉挛,书写痉挛
血管痣,鲜红斑痣
血管痣,蜘蛛痣
面肌抽搐,耳鸣
面肌抽搐,面肌抽搐
运动性闭经,月经不调
痛经,腹痛
痛经,腹泻
梦游症,睡眠障碍
多汗症,类癌综合征
多汗症,肌肉萎缩
多汗症,多汗症
肾上腺危象,腹痛
肾上腺危象,昏迷
角膜溃疡,结膜充血
角膜溃疡,角膜溃疡
雀斑,雀斑
乳头溢液,乳头内陷
库欣综合征,闭经
库欣综合征,骨质疏松
库欣综合征,肌肉萎缩
溶血性贫血,脾功能亢进
溶血性贫血,肾功能衰竭
涎瘘,涎瘘
男性性早熟,男性性早熟
男性性早熟,色素斑
异性装扮癖,异性装扮癖
脾大,淀粉样变性
脾大,腹水
脾大,败血症
低镁血症,昏迷
低镁血症,眩晕
低镁血症,猝死
呼吸性酸中毒,呼吸衰竭
呼吸性酸中毒,昏迷
呼吸性酸中毒,代谢性碱中毒
呼吸性酸中毒,代谢性酸中毒
末梢神经炎,腹泻
营养不良,腹泻
贫血,闭经
贫血,耳鸣
膝内翻,膝内翻
网状青斑,网状青斑
甲营养不良,斑秃
甲营养不良,甲营养不良
坐骨神经痛,脊柱侧弯
坏死性筋膜炎,意识障碍
坏死性筋膜炎,脱水
坏死性筋膜炎,低血压
肋间神经痛,肋间神经痛
药疹,糙皮病样皮疹
胸廓畸形,肺纤维化
胸廓畸形,肺不张
胸廓畸形,脓胸
传导性腹痛,腹痛
脊柱侧弯,脊柱侧弯
缩窄性心包炎,脾功能亢进
缩窄性心包炎,腹水
乳糜胸,脱水
胸骨裂,骨裂
腕管综合征,肌肉萎缩
脑疝,神经性呕吐
脑疝,昏迷
颈椎骨折脱位,颈椎骨折脱位
颈肩痛,颈肩痛
偏瘫,脑干梗塞
胆囊结石,腹痛
胆囊结石,肝内胆管结石
胆囊结石,胆道运动功能障碍
胆囊结石,胆总管结石
胆总管结石,腹痛
胆总管结石,肝内胆管结石
胆总管结石,胆总管结石
前列腺钙化,遗尿
精索静脉曲张,腹痛
精索静脉曲张,血尿
精索静脉曲张,精索静脉曲张
尿道结石,血尿
尿道结石,尿潴留
尿瘘,尿失禁
遗精,耳鸣
遗精,失眠
老年大便失禁,便秘
老年大便失禁,直肠脱垂
老年大便失禁,大便失禁
老年大便失禁,湿疹
痔核,便秘
痔核,便血
耳硬化症,耳鸣
耳硬化症,耳聋
耳硬化症,眩晕
肘关节脱位,肘关节脱位
肢骨纹状肥大,足外翻
粉碎性骨折,粉碎性骨折
骨囊肿,骨囊肿
传导性耳聋,传导性耳聋
传导性耳聋,耳聋
痉挛性斜颈,书写痉挛
前列腺结石,前列腺结石
前列腺结石,脓肿
书写痉挛,书写痉挛
脊髓性肌萎缩,吞咽困难
脊髓性肌萎缩,脊髓性肌萎缩
棘突压痛,棘突压痛
气压伤,昏迷
气压伤,耳鸣
鼻中隔穿孔,鼻出血
鼻中隔穿孔,鼻中隔穿孔
头皮撕脱伤,休克
头皮撕脱伤,头皮撕脱伤
丹毒,腹膜炎
丹毒,丹毒
丹毒,坏死性筋膜炎
丹毒,败血症
淀粉样变性,淀粉样变性
淀粉样变性,蛋白尿
绝经,失眠
子痫,腹痛
子痫,昏迷
子痫,妊高征
视网膜脱离,色素斑
外阴痛,疱疹
外阴痛,外阴痛
阴道横隔,阴道横隔
先天性无阴道,腹痛
先天性无阴道,闭经
慢性盆腔疼痛,腹痛
慢性盆腔疼痛,子宫内膜异位
慢性盆腔疼痛,失眠
急性宫颈炎,急性宫颈炎
性交疼痛,疱疹
性交疼痛,绝经
性交疼痛,子宫内膜异位
原发性痛经,腹痛
原发性痛经,腹泻
原发性痛经,痛经
原发性痛经,继发性痛经
输卵管粘连,性交疼痛
卵巢囊肿,胸腔积液
卵巢囊肿,腹痛
卵巢囊肿,腹部肿块
卵巢囊肿,腹水
卵泡囊肿,性早熟
卵泡囊肿,卵泡囊肿
外阴瘙痒,外阴痛
子宫内膜异位,痛经
子宫内膜异位,性交疼痛
胎儿窘迫,妊高征
胎膜早破,胎膜早破
低颅压综合征,精神障碍
低颅压综合征,耳鸣
低颅压综合征,眩晕
抽动障碍,抽动障碍
遗传性肥胖,闭经
遗传性肥胖,动脉粥样硬化
牙列拥挤,牙列拥挤
先天性无虹膜,上睑下垂
先天性无虹膜,眼球震颤
先天性无虹膜,先天性无虹膜
近视,病理性近视
霰粒肿,霰粒肿
眼睑闭合不全,结膜充血
眼睑闭合不全,角膜溃疡
睑外翻,角膜炎
睑外翻,结膜充血
视网膜动脉阻塞,视神经萎缩
视网膜动脉阻塞,视网膜动脉阻塞
神经性耳鸣,耳鸣
神经性耳鸣,耳聋
神经性耳鸣,眩晕
口臭,口炎
药物中毒,心律失常
扁平苔癣,扁平苔癣
颌骨囊肿,骨囊肿
颌骨囊肿,颌骨囊肿
口腔黏膜白斑,口腔黏膜白斑
性欲减退,精神障碍
性欲减退,性欲减退
输精管堵塞,输精管堵塞
性欲亢进,性欲亢进
斑秃,脱发
颅骨骨折,休克
颅骨骨折,眼球突出
颅骨骨折,鼻出血
颅骨骨折,脑脊液鼻漏
颅骨骨折,颅骨骨折
偏执状态,耳鸣
偏执状态,睡眠障碍
抗-HCVAg阳性,血尿
抗-HCVAg阳性,蛋白尿
肝内胆管结石,上消化道出血
肝内胆管结石,腹水
肝内胆管结石,胆总管结石
硬斑,结节性硬化
硬斑,硬斑
类癌综合征,腹痛
类癌综合征,腹泻
类癌综合征,低血压
类癌综合征,腹部肿块
类癌综合征,腹水
类癌综合征,眩晕
结节性硬化,视神经萎缩
黏膜白斑,湿疹
黏膜白斑,口腔黏膜白斑
纵隔囊肿,吞咽困难
睑内翻,睑内翻
睑内翻,倒睫
多形红斑样皮疹,腹痛
多形红斑样皮疹,腹泻
多形红斑样皮疹,昏迷
多形红斑样皮疹,代谢性酸中毒
多形红斑样皮疹,肾功能衰竭
多形红斑样皮疹,低血压
传导性耳鸣,耳鸣
传导性耳鸣,耳聋
传导性耳鸣,眩晕
中暑,热痉挛
中暑,热衰竭
血管性痴呆,眩晕
维生素D中毒,便秘
维生素D中毒,腹泻
维生素D中毒,代谢性酸中毒
维生素D中毒,多汗症
系统性血管炎,咯血
系统性血管炎,血尿
系统性血管炎,网状青斑
系统性血管炎,系统性血管炎
延髓性麻痹,吞咽困难
性早熟,卵巢囊肿
性早熟,甲状旁腺功能亢进
性早熟,男性性早熟
性早熟,女性性早熟
足癣,细菌感染
足癣,足癣
膀胱结石,尿道结石
直肠脱垂,便秘
直肠脱垂,便血
倒睫,角膜溃疡
神经性耳聋,眩晕
糙皮病样皮疹,氨基酸尿症
新生儿呕血和便血,休克
新生儿呕血和便血,上消化道出血
新生儿呕血和便血,便血
小儿便秘,便秘
小儿便秘,腹痛
小儿便秘,腹泻
完全流产,腹膜炎
完全流产,先兆流产
完全流产,败血症
肺动脉闭锁,肝大
冲动型人格障碍,冲动型人格障碍
急性呼吸窘迫综合征,呼吸衰竭
急性呼吸窘迫综合征,昏迷
急性呼吸窘迫综合征,呼吸性碱中毒
肾性糖尿,腹泻
肾性糖尿,脱水
肝大,胆汁性肝硬化
肝大,淀粉样变性
肝大,肝淀粉样变性
肝大,蜘蛛痣
冠状动脉供血不足,心绞痛
肾动脉狭窄,动脉粥样硬化
骨裂,骨裂
骨裂,胸骨裂
舌咽神经损伤,舌咽神经损伤
灼痛,肌肉萎缩
脊髓缺血,截瘫
女性性早熟,腹痛
女性性早熟,腹部肿块
女性性早熟,色素斑
粪类圆线虫病,腹痛
粪类圆线虫病,腹泻
内分泌功能亢进,多汗症
腕枪刺状畸形,植物神经功能障碍
肝淀粉样变性,静脉曲张
肝淀粉样变性,淀粉样变性
肝淀粉样变性,腹水
肝淀粉样变性,肝淀粉样变性
信息成瘾,失眠
珍珠丘疹,灼痛
小儿咳嗽,慢性咳嗽
脚气,脚气
泪道阻塞,睑外翻
泪道阻塞,湿疹
继发性痛经,继发性痛经
继发性痛经,腹胀
继发性痛经,子宫内膜异位
妊娠痒疹,疱疹
早搏,心律失常
血管神经性水肿,吞咽困难
病理性近视,近视
体癣,细菌感染
脑水肿,瘫痪
乳糜泻,腹痛
乳糜泻,腹泻
乳糜泻,低血压
乳糜泻,腹胀
女性膀胱颈梗阻,尿失禁
一氧化碳中毒,昏迷
糖尿病酮症酸中毒,腹痛
糖尿病酮症酸中毒,昏迷
血小板减少性紫癜,鼻出血
新生儿低体温,昏迷
新生儿低体温,代谢性酸中毒
新生儿低体温,低钙血症
新生儿低体温,颅内出血
新生儿低体温,败血症
肾阳虚,眩晕
盆腔积液,痛经
盆腔脓肿,腹痛
盆腔脓肿,慢性盆腔疼痛
盆腔脓肿,腹胀
妊娠期急性脂肪肝,腹痛
妊娠期急性脂肪肝,肾功能衰竭
妊娠期急性脂肪肝,妊娠期急性脂肪肝
