aname,bname
病理性神经损伤,神经纤维瘤
肘管综合征,肘外翻
气压伤,恶心和呕吐
鼻中隔穿孔,头痛
头皮血肿,贫血
头皮撕脱伤,贫血
烫伤,急性呼吸衰竭
烫伤,休克
烫伤,急性肾功能衰竭
烫伤,应激性溃疡
烫伤,脓毒症
烫伤,败血症
丹毒,败血症
淀粉样变性,小儿充血性心力衰竭
淀粉样变性,尿崩症
淀粉样变性,充血性心力衰竭
淀粉样变性,肺不张
甲状腺结节,肝病
绝经,绝经后骨质疏松
子痫,妊高征
视网膜脱离,白内障
外阴痛,前庭大腺囊肿
外阴溃疡,霉菌性外阴炎
外阴溃疡,前庭大腺炎
外阴溃疡,尖锐湿疣
外阴溃疡,淋病
外阴溃疡,软下疳
外阴溃疡,生殖器疱疹
外阴溃疡,非特异性外阴炎
月经量少,关节炎
阴道横隔,性交晕厥
先天性无阴道,闭经
慢性盆腔疼痛,子宫内膜异位症
慢性盆腔疼痛,静脉曲张
慢性盆腔疼痛,腹股沟疝
慢性盆腔疼痛,肿胀
急性宫颈炎,尿路感染
性交疼痛,性冷淡
原发性痛经,焦虑症
输卵管粘连,子宫内膜异位症
卵巢囊肿,溶血性贫血
卵泡囊肿,急腹症
外阴瘙痒,外阴白色病变
子宫内膜异位,月经不调
月经不调,多囊卵巢综合征
月经不调,经前期综合征
月经不调,痛经
月经不调,围绝经期综合征
胎儿窘迫,脑病
胎膜早破,早产
胎膜早破,结肠炎
低颅压综合征,癫痫
脑血管痉挛,耳鸣
抽动障碍,多动症
孤独症,自闭症
遗传性肥胖,高血压
牙列拥挤,龋齿
先天性无虹膜,白内障
近视,开角型青光眼
近视,弱视
近视,视网膜脱离
近视,斜视
近视,屈光参差
近视,营养不良
霰粒肿,结膜炎
眼睑闭合不全,上睑下垂
睑外翻,角膜炎
视网膜动脉阻塞,视神经萎缩
视网膜动脉阻塞,青光眼
视网膜动脉阻塞,视网膜中央动脉阻塞
视网膜动脉阻塞,新生血管性青光眼
会厌炎,小儿高热
增殖体肥大,咽扁桃体肥大
神经性耳鸣,失眠
咽异感症,慢性咽炎
口臭,焦虑症
化脓性腮腺炎,小儿高热
副耳,腭咽闭合不全
药物中毒,呼吸衰竭
扁平苔癣,舌扁平苔藓
唇腭裂,骨裂
颌骨囊肿,颌骨骨髓炎
口腔黏膜白斑,口腔溃疡
牙列稀疏,精神障碍
性欲减退,不孕不育
输精管堵塞,弱精
性欲亢进,前列腺炎
尿道下裂,尿路梗阻
疥疮,皮炎
斑秃,白癜风
颅骨骨折,脑脓肿
颅骨骨折,脑室炎
颅骨骨折,脑膜炎
颅骨骨折,外伤性癫痫
颅骨骨折,外伤后脑脂肪栓塞
颅骨骨折,颅内静脉窦血栓形成
颅骨骨折,脑脊液鼻漏
颅骨骨折,颅内低压综合征
颅骨骨折,脑外伤后综合征
偏执状态,睡眠障碍
抗-HCVAg阳性,心肌炎
抗-HCVAg阳性,脂肪肝
抗-HCVAg阳性,再生障碍性贫血
抗-HCVAg阳性,关节炎
抗-HCVAg阳性,胸膜炎
抗-HCVAg阳性,心包炎
抗-HCVAg阳性,糖尿病
抗-HCVAg阳性,肾小球肾炎
肝内胆管结石,胆汁性肝硬化
肝内胆管结石,胆管癌
肝内胆管结石,肝脓肿
肝内胆管结石,贫血
肝内胆管结石,慢性胆管炎
肝内胆管结石,胆道感染
肝内胆管结石,营养不良
硬斑,硬皮病食管
硬斑,小儿硬皮病
硬斑,硬皮症伴发的精神障碍
硬斑,妊娠合并硬皮病
类癌综合征,水肿
结节性硬化,心力衰竭
脂肪瘤,皮肤囊肿
细菌性心内膜炎,心力衰竭
氨基酸尿症,泌尿系结石
鲜红斑痣,小儿血管瘤
黏膜白斑,脓毒症
纵隔囊肿,气管食管瘘
睑内翻,角膜溃疡
多形红斑样皮疹,细菌感染
传导性耳鸣,失眠
胃痉挛,慢性胃炎
咽喉炎,上呼吸道感染
拇外翻,骨关节炎
中暑,呼吸衰竭
中暑,休克
中暑,急性肾功能衰竭
中暑,昏迷
中暑,头痛
中暑,意识障碍
中暑,脑水肿
中暑,心力衰竭
血管性痴呆,褥疮
维生素D中毒,肾功能衰竭
系统性血管炎,动脉瘤
延髓性麻痹,营养不良
性早熟,肢端肥大症
小儿湿疹,单纯疱疹病毒感染症
先兆流产,休克
足癣,甲癣
肺动静脉瘘,血胸
膀胱结石,膀胱炎
直肠脱垂,肠套叠
倒睫,结膜炎
神经性耳聋,老年痴呆
风湿性血管炎,血栓形成
手足皲裂,皲裂疮
糙皮病样皮疹,腹泻
新生儿呕血和便血,失血性休克
小儿便秘,缺血性肠绞痛
完全流产,子宫内膜异位症
完全流产,慢性盆腔炎
重症肌无力,重症肌无力危象
肺动脉闭锁,心力衰竭
冲动型人格障碍,焦虑症
表演型人格障碍,精神分裂症
丧偶后适应性障碍,老年期抑郁症
急性呼吸窘迫综合征,气胸
疑病症,焦虑症
肾性糖尿,低血糖
肝大,肝硬化
乳糜尿,贫血
冠状动脉供血不足,心绞痛
肾动脉狭窄,高血压
肾动脉狭窄,心肌梗死
肾动脉狭窄,脑血栓
肾动脉狭窄,视网膜病变
肾动脉狭窄,心力衰竭
骨裂,骨坏死
舌咽神经损伤,瘫痪
灼痛,肌肉萎缩
脊髓缺血,尿路感染
女性性早熟,卵巢囊肿
血管炎,肺血管炎
粪类圆线虫病,脱水
产褥感染,败血症
鼻前庭囊肿,肿胀
内分泌功能亢进,甲亢性心脏病
腕枪刺状畸形,肿胀
肝淀粉样变性,肝硬化腹水
紫癜,贫血
信息成瘾,强迫症
龟头珍珠疹,性功能障碍
珍珠丘疹,瘙痒症
小儿咳嗽,百日咳
小儿咳嗽,肺脓肿
小儿咳嗽,肺炎
小儿咳嗽,肺水肿
小儿咳嗽,小儿急性支气管炎
小儿咳嗽,支气管扩张
小儿咳嗽,慢性支气管炎
小儿咳嗽,白喉
小儿咳嗽,急性会厌炎
小儿咳嗽,急性喉炎
小儿咳嗽,慢性咽炎
小儿咳嗽,肺结核
小儿咳嗽,麻疹
甲周炎,甲真菌病
脚气,癣菌疹
泪道阻塞,结膜炎
继发性痛经,子宫内膜异位症
妊娠痒疹,胎儿窘迫
妊娠纹,瘢痕疙瘩
早搏,休克
早搏,阵发性室性心动过速
早搏,昏厥
早搏,心性猝死综合征
早搏,心室扑动和心室颤动
血管神经性水肿,腹泻
匐行疹,带状疱疹
病理性近视,视网膜裂孔
腰椎间盘突出,周围神经损伤
体癣,头癣
聚合性痤疮,脓疱疮
腹膜后纤维化,头痛
脑水肿,头痛
乳糜泻,周围神经炎
女性膀胱颈梗阻,肾脏损伤
先天性X因子缺乏,血栓形成
一氧化碳中毒,脑水肿
糖尿病酮症酸中毒,成人呼吸窘迫综合征
糖尿病酮症酸中毒,肺栓塞
糖尿病酮症酸中毒,肺水肿
糖尿病酮症酸中毒,乳酸性酸中毒
糖尿病酮症酸中毒,休克
糖尿病酮症酸中毒,心肌梗死
糖尿病酮症酸中毒,心律失常
糖尿病酮症酸中毒,急性胃扩张
糖尿病酮症酸中毒,急性胰腺炎
糖尿病酮症酸中毒,急性肾功能衰竭
糖尿病酮症酸中毒,脑血栓
糖尿病酮症酸中毒,弥漫性血管内凝血
糖尿病酮症酸中毒,脑水肿
糖尿病酮症酸中毒,败血症
糖尿病酮症酸中毒,低血糖
糖尿病酮症酸中毒,猝死
神经性头痛,神经衰弱
血小板减少性紫癜,贫血
新生儿低体温,败血症
肾阳虚,贫血
盆腔积液,慢性盆腔炎
盆腔脓肿,腹腔脓肿
妊娠期急性脂肪肝,胰腺炎
营养代谢缺乏,叶酸缺乏神经病
气阴两虚,阴虚发热
